time,symbol,ls_ratio_overall,ls_ratio_Binance,ls_ratio_OKX,ls_ratio_Bitget,ls_ratio_CoinEx,ls_ratio_Deribit,ls_ratio_Bitfinex,ls_ratio_dYdX,ls_ratio_Bitmex,ls_ratio_Bybit,ls_ratio_Huobi,ls_ratio_Kraken,price,time_diff_ms
1674211649589,BTC,1.1399529210357373,1.6301946344029457,0.6917611233293859,0.6265452179570593,2.616636528028933,None,0.24161907126893467,3.5977011494252875,4.627462014631401,0.5959144589849985,0.8653236336504384,None,20951.6,254
1674211694896,BTC,1.2261798753339268,1.4832381425378691,0.7908309455587391,0.7780938833570412,5.570302233902759,None,2.2299741602067185,36.03703703703703,321.5806451612903,1.043318348998774,1.5523226135783563,None,20949.5,2
1674211699057,BTC,1.2168033695411218,1.4563989191844755,0.7658484901995408,0.7784101013693758,5.570302233902759,None,2.2299741602067185,36.03703703703703,321.5806451612903,1.0610057708161582,1.5523226135783563,None,20949.5,536
1674211704264,BTC,1.2222222222222223,1.4703557312252966,0.76522506619594,0.7777777777777778,5.548788474132286,None,2.2299741602067185,36.03703703703703,321.5806451612903,1.058036633052068,1.5523226135783563,None,20949.4,418
1674211709586,BTC,1.3397285914833879,1.707092582566324,0.8073377914332189,0.7869907076483202,5.761325219743069,None,2.2299741602067185,38.21568627450981,226.27272727272728,1.0781379883624274,1.5733401955738548,None,20952.7,276
1674211754972,BTC,1.640612622128334,1.8066236317709794,1.3424689622862498,0.9996000799840032,5.680026720106881,None,1.2588660492432797,13.26533523537803,2.940110323089047,1.8026905829596411,2.672420124862284,11.15066828675577,20950.0,111
1674211759160,BTC,1.5906735751295336,1.704895861509332,1.3452157598499062,0.998800719568259,5.680026720106881,None,1.2588660492432797,13.26533523537803,2.940110323089047,1.789400278940028,2.672420124862284,11.15066828675577,20950.1,12
1674211764479,BTC,1.566735112936345,1.7137042062415195,1.2168033695411218,0.9561815336463225,5.680026720106881,None,1.2588660492432797,13.26533523537803,2.940110323089047,1.8089887640449438,2.672420124862284,11.15066828675577,20950.1,1066
1674211769955,BTC,1.5634452704434763,1.7085590465872156,1.2391401701746532,0.9719976336028396,5.680026720106881,None,1.2588660492432797,13.26533523537803,2.940110323089047,1.8121484814398199,2.5688793718772307,11.15066828675577,20950.1,855
1674211814417,BTC,1.8296547821165816,1.810567734682406,2.377237419790611,1.5335697998479858,3.6425255338904363,None,1.4131274131274132,6.02247191011236,3.1101520756267984,1.7005130974885228,0.8241517694272164,11.15066828675577,20952.5,393
1674211819674,BTC,1.8368794326241136,1.7925160569673273,2.3875338753387534,1.5568908207619534,3.6425255338904363,None,1.4131274131274132,6.032348804500703,3.1101520756267984,1.7870680044593088,0.8258170531312762,11.15066828675577,20952.5,600
1674211824744,BTC,1.8200789622109421,1.7495188342040144,2.3840947546531304,1.5947067981318113,3.7236655644780345,None,1.4131274131274132,6.032348804500703,3.1101520756267984,1.803476310625175,0.8248175182481753,11.15066828675577,20952.3,41
1674211829883,BTC,1.8336639274582034,1.7412280701754388,2.3840947546531304,1.6702269692923897,3.7236655644780345,None,1.4131274131274132,6.032348804500703,3.1101520756267984,1.8129395218002815,0.8248175182481753,11.15066828675577,20952.3,1006
1674211874061,BTC,1.8145229383619477,1.4485798237022525,2.117206982543641,2.0102347983142685,2.4904013961605584,None,1.4497795198432142,0.6837851490149857,5.013229104028864,4.411255411255411,2.3400133600534403,6.9239302694136295,20949.8,185
1674211879337,BTC,1.7731558513588461,1.4242424242424243,2.125,2.0102347983142685,2.4904013961605584,None,1.4497795198432142,0.6633399866932802,5.013229104028864,4.449591280653951,0.9293845263360988,6.9239302694136295,20948.3,432
1674211884870,BTC,1.7925160569673273,1.4390243902439024,2.2113037893384715,2.0506406345332517,2.4328870580157913,None,1.3986567522187576,0.6840687100033681,4.868544600938967,4.305039787798409,0.9293845263360988,6.9239302694136295,20948.4,884
1674211889227,BTC,1.6014568158168576,1.2177866489243734,1.7533039647577093,2.1308703819661865,2.4328870580157913,None,1.3986567522187576,0.680672268907563,4.274261603375527,4.1020408163265305,0.9470404984423676,6.9239302694136295,20946.4,318
1674211934721,BTC,1.0521239482864766,0.8957345971563981,1.1579628830384117,1.4354603019970773,0.21565767079990272,0.4110342881332016,0.11012433392539965,0.516300227445034,1.0729684908789385,2.081664098613251,0.4727540500736377,6.304601899196494,20940.9,75
1674211939043,BTC,1.0458265139116203,0.8917896329928112,1.1715526601520088,1.4142926122646065,0.17633219621221033,0.4110342881332016,0.11012433392539965,0.516300227445034,1.0729684908789385,2.089280197713933,0.4727540500736377,6.304601899196494,20941.0,282
1674211944511,BTC,1.028397565922921,0.8885741265344663,1.151925973746503,1.3424689622862498,0.17688595975050017,0.4110342881332016,0.11012433392539965,0.516300227445034,1.0729684908789385,1.9394473838918282,0.4727540500736377,6.304601899196494,20940.9,53
1674211949646,BTC,1.0416496529195591,0.9004180919802357,1.1710811984368215,1.370791844476055,0.17688595975050017,0.4110342881332016,0.11012433392539965,0.516300227445034,1.0729684908789385,1.9027576197387517,0.47340503904523357,6.304601899196494,20940.9,702
1674211994094,BTC,0.9290123456790123,0.8754688672168042,0.7397355601948504,1.1598272138228942,0.0670081092616304,0.0,0.0,0.17357117709189063,1.1394950791613179,1.5926886180969666,0.4671361502347418,1.3803856224708404,20946.2,196
1674211999309,BTC,0.8993352326685661,0.8365472910927455,0.7400382808421786,1.1272069772388855,0.0670081092616304,0.0,0.0,0.17357117709189063,1.1394950791613179,1.5926886180969666,0.4671361502347418,1.3803856224708404,20946.3,560
