time,symbol,ls_ratio_overall,price,time_diff_ms
1677225604657,BTC,0.57803377,23821.5,86
1677225609190,BTC,0.598210005,23820.3,805
1677225613885,BTC,0.661681622,23822.1,716
1677225619483,BTC,0.674200569,23824.1,628
1677225624227,BTC,0.710571331,23824.1,647
1677225629015,BTC,0.714677641,23825,811
1677225633758,BTC,0.72146669,23826.8,97
1677225638568,BTC,0.724435247,23826.9,68
1677225644592,BTC,0.727115717,23826.7,786
1677225649078,BTC,0.778093883,23829.4,149
1677225653759,BTC,0.789549034,23829.3,87
1677225659712,BTC,0.787949222,23829.3,951
1677225664404,BTC,0.766160367,23828.9,2527
1677225668797,BTC,0.741553466,23823.2,712
1677225674858,BTC,0.742160279,23823.2,133
1677225679382,BTC,0.735207357,23822.5,211
1677225684071,BTC,0.731601732,23823,188
1677225689810,BTC,0.763046544,23827.6,1787
1677225694478,BTC,0.777145904,23828.6,106
1677225698053,BTC,0.778410101,23828,1016
1677225704686,BTC,0.782213509,23826.8,903
1677225709355,BTC,0.783166904,23826.7,954
1677225714973,BTC,0.786990708,23826.7,1616
1677225719836,BTC,0.785395465,23826.7,1639
1677225724538,BTC,0.945525292,23826,162
1677225729346,BTC,0.941747573,23826.2,154
1677225733808,BTC,0.953506544,23825.7,48
1677225739761,BTC,0.945903872,23825.5,1677
1677225744445,BTC,0.936108422,23822.4,1682
1677225749084,BTC,0.892505678,23811.9,550
1677225753812,BTC,0.881113619,23811.3,712
1677225759869,BTC,0.867064974,23810.2,190
1677225764543,BTC,0.854255516,23809.1,102
1677225769189,BTC,0.84569952,23809.1,13
1677225773794,BTC,0.849454411,23810.2,21
1677225779765,BTC,0.843317972,23810.9,1516
1677225784170,BTC,1.311070025,23819.1,129
1677225788860,BTC,1.316423442,23820.5,1060
1677225793789,BTC,1.055076038,23808.3,347
1677225798630,BTC,1.043318349,23807.8,186
1677225804602,BTC,1.002402883,23810,1684
1677225809172,BTC,0.990049751,23812.3,865
1677225813901,BTC,0.998401279,23816.1,1095
1677225818880,BTC,1.016129032,23819,1257
1677225823922,BTC,1.030456853,23816.1,1299
1677225829771,BTC,1.040816327,23826.2,325
1677225834772,BTC,1.04792136,23827.8,175
1677225838639,BTC,1.05338809,23833.5,627
1677225843713,BTC,1.029632636,23834.2,743
1677225848577,BTC,1.11999152,23838.6,222
1677225853615,BTC,1.145462347,23839.6,1202
1677225858640,BTC,1.265518804,23846.5,371
1677225864764,BTC,1.301495972,23846.3,1411
1677225869591,BTC,1.282062985,23845.6,96
1677225874212,BTC,1.285191956,23843,125
1677225879747,BTC,1.240645306,23841.4,856
1677225884353,BTC,1.238137869,23841.5,1064
1677225889027,BTC,1.226675573,23841,741
1677225893893,BTC,1.232641215,23841.1,102
1677225898841,BTC,1.238137869,23840.1,1142
1677225904528,BTC,1.055921053,23841.4,1170
1677225909248,BTC,1.052123948,23841.3,450
1677225914996,BTC,1.049180328,23841.3,958
1677225919632,BTC,1.044571662,23841,1492
1677225924579,BTC,1.046663938,23841.1,1760
1677225929370,BTC,1.042900919,23841.1,1592
1677225934023,BTC,1.040816327,23841.1,1241
1677225938707,BTC,1.037074761,23841.3,239
1677225943649,BTC,0.997203915,23836.7,1107
1677225949716,BTC,0.982553529,23836.6,242
1677225954619,BTC,0.96772924,23834.7,291
1677225959461,BTC,0.966955153,23834.6,322
1677225964045,BTC,0.937608991,23834.6,1035
1677225969724,BTC,0.942501943,23834.7,1584
1677225974530,BTC,0.927153594,23831,604
1677225979178,BTC,0.917545542,23827.6,243
1677225983863,BTC,0.911680367,23825.7,5
1677225989565,BTC,0.888930865,23828,1073
1677225994110,BTC,0.882175795,23821.9,274
1677225998933,BTC,0.858045336,23814.3,374
1677226004940,BTC,0.853568119,23817.7,1290
1677226009575,BTC,0.838911364,23813.5,1231
1677226014092,BTC,0.840603718,23818.7,704
1677226018836,BTC,0.843657817,23818.7,319
1677226024720,BTC,0.878287002,23798.5,173
1677226029500,BTC,0.773364072,23803.5,1743
1677226034222,BTC,0.788268956,23804.6,908
1677226039808,BTC,0.798237727,23806.7,1757
1677226044555,BTC,0.804402743,23808.7,1558
1677226049732,BTC,0.795332136,23806.8,1513
1677226054416,BTC,0.776198934,23804.6,1438
1677226059180,BTC,0.776198934,23804.5,1415
1677226064755,BTC,0.826150475,23811.2,519
1677226069078,BTC,0.824817518,23811.2,491
1677226073693,BTC,0.795009873,23805,593
1677226079826,BTC,0.785714286,23805,295
1677226084523,BTC,0.743983258,23802.8,882
1677226089088,BTC,0.729505361,23801.9,382
1677226093904,BTC,0.734003815,23801.8,587
1677226098724,BTC,0.765536723,23806.9,756
1677226104889,BTC,0.763979538,23806.8,1279
1677226109553,BTC,0.770224819,23806.8,1621
1677226114128,BTC,0.770224819,23801.9,512
1677226118699,BTC,0.773993259,23801,839
1677226124675,BTC,0.758705593,23797.6,670
1677226129181,BTC,0.730403184,23797.7,612
1677226133937,BTC,0.723246597,23796.4,700
1677226138828,BTC,0.707067258,23791.1,591
1677226144566,BTC,0.467782181,23790.6,748
1677226149509,BTC,0.500825454,23792,1364
1677226154039,BTC,0.497902936,23795.2,687
1677226158864,BTC,0.503985562,23796.6,1136
1677226164711,BTC,0.502855425,23794,1803
1677226169454,BTC,0.506704837,23793.9,463
1677226174038,BTC,0.472537182,23787.5,421
1677226179659,BTC,0.471453796,23787.5,294
1677226184357,BTC,0.46627566,23784.6,330
1677226188946,BTC,0.468644441,23787,39
1677226194851,BTC,0.452011035,23780.1,1431
1677226199441,BTC,0.452011035,23782.3,1190
1677226204871,BTC,0.440092166,23770.1,124
1677226209585,BTC,0.454968718,23772.2,1172
1677226214317,BTC,0.495662579,23781.6,588
1677226218882,BTC,0.5211439,23785.2,620
1677226224892,BTC,0.530690341,23782.6,934
1677226229725,BTC,0.537515375,23779.6,1339
1677226234574,BTC,0.53609831,23782.3,301
1677226239652,BTC,0.547508511,23784.4,191
1677226244484,BTC,0.54726907,23783.4,798
1677226249191,BTC,0.541307028,23781.8,381
1677226253962,BTC,0.543209877,23778.8,444
1677226258924,BTC,0.547029703,23778.8,517
1677226263715,BTC,0.598210005,23781.6,689
1677226268604,BTC,0.577535889,23777,362
1677226274286,BTC,0.574307305,23774.2,347
1677226279904,BTC,0.581277672,23778.7,948
1677226284661,BTC,0.581027668,23781.3,1240
1677226289348,BTC,0.588562351,23781.7,640
1677226294860,BTC,0.605909748,23785,755
1677226299432,BTC,0.602564103,23782.5,964
1677226303999,BTC,0.609787508,23785,439
1677226309853,BTC,0.620482904,23787.2,1279
1677226314694,BTC,0.618384852,23788.1,1915
1677226319531,BTC,0.60436387,23788.1,805
1677226324067,BTC,0.635590448,23788,213
1677226328973,BTC,0.650982334,23789.7,980
1677226333840,BTC,0.668613382,23793.8,65
1677226339709,BTC,0.607458608,23776.5,242
1677226344708,BTC,0.606425703,23774.9,587
1677226349308,BTC,0.601281025,23770.2,590
1677226354118,BTC,0.591343094,23770.5,216
1677226359343,BTC,0.593625498,23772.4,668
1677226363984,BTC,0.589825119,23770,335
1677226369679,BTC,0.595405233,23768.1,401
1677226374665,BTC,0.584283904,23766,1318
1677226379400,BTC,0.584534939,23767.2,444
1677226384012,BTC,0.591849729,23762.7,214
1677226389012,BTC,0.57778479,23761.2,1050
1677226393769,BTC,0.575051189,23764.6,837
1677226398748,BTC,0.581777918,23764,99
1677226404693,BTC,0.534212949,23758.6,1019
1677226409443,BTC,0.538698261,23755.4,1051
1677226414208,BTC,0.543924656,23756.2,526
1677226419497,BTC,0.558360605,23763.1,188
1677226424244,BTC,0.5625,23763.2,823
1677226428828,BTC,0.569612306,23763.2,665
1677226434625,BTC,0.57480315,23763.3,472
1677226439408,BTC,0.576541069,23763.1,1350
1677226443908,BTC,0.616292226,23763.3,145
1677226449779,BTC,0.61394448,23763.9,1682
1677226454757,BTC,0.615247941,23763.6,265
1677226459673,BTC,0.624959376,23764.7,488
1677226464540,BTC,0.630257581,23760.9,789
1677226469223,BTC,0.629460649,23760.7,817
1677226474951,BTC,0.615508885,23756.1,748
1677226478727,BTC,0.609787508,23755.3,220
1677226483705,BTC,0.607200257,23752.8,1034
1677226489768,BTC,0.615247941,23755.3,1195
1677226494727,BTC,0.612643122,23757.2,135
1677226499443,BTC,0.618122977,23756.4,812
1677226504161,BTC,0.588057805,23757.6,356
1677226509118,BTC,0.599744041,23757.3,108
1677226513955,BTC,0.596169194,23754.9,307
1677226518733,BTC,0.606683805,23756.9,411
1677226524777,BTC,0.61498708,23755.2,1740
1677226528594,BTC,0.629195178,23762,1313
1677226534650,BTC,0.780309774,23774.9,322
1677226539465,BTC,0.802126509,23778.5,503
1677226544191,BTC,0.820498817,23780.2,7
1677226549061,BTC,0.828822238,23780.6,105
1677226555042,BTC,0.839926403,23781.6,1536
1677226559755,BTC,0.840603718,23778.5,1689
1677226564217,BTC,0.826484018,23770.7,667
1677226569085,BTC,0.812907904,23760.5,864
1677226574737,BTC,0.816200509,23760.1,72
1677226579459,BTC,0.800828381,23757.4,781
1677226584523,BTC,0.799856012,23757.5,1488
1677226589184,BTC,0.797914419,23758.2,187
1677226593872,BTC,0.799532122,23760,127
1677226598541,BTC,0.798561151,23758.5,943
1677226603910,BTC,0.795009873,23751.3,978
1677226608816,BTC,0.77085178,23751.2,288
1677226613844,BTC,0.781261133,23759.3,938
1677226618775,BTC,0.816860465,23762.2,46
1677226624397,BTC,0.945903872,23766,93
1677226629051,BTC,0.955416504,23770.6,399
1677226633877,BTC,0.960784314,23770.6,843
1677226639629,BTC,0.960784314,23768.4,894
1677226644561,BTC,0.960399922,23768.3,1634
1677226649316,BTC,0.952362358,23759.4,550
1677226654014,BTC,0.943256899,23758.1,1025
1677226659084,BTC,0.942879347,23758.8,73
1677226664249,BTC,0.965408805,23765.8,1131
1677226668992,BTC,0.970055162,23766.2,99
1677226673862,BTC,0.983733386,23772,711
1677226679008,BTC,0.984126984,23769.7,22
1677226683833,BTC,1.220741728,23767.5,461
1677226688659,BTC,1.222222222,23767.6,260
1677226694649,BTC,1.226179875,23770,1518
1677226699221,BTC,1.17817469,23767.6,69
1677226703814,BTC,1.177226214,23767,89
1677226709825,BTC,1.167316862,23766.9,6
1677226714498,BTC,1.170609941,23766,286
1677226719263,BTC,1.166847237,23766,578
1677226723807,BTC,1.172024327,23766.7,922
1677226729739,BTC,1.169668041,23766,758
1677226734635,BTC,1.176278564,23767.6,1395
1677226739217,BTC,1.179123992,23771.2,3
1677226744996,BTC,1.410800386,23772.8,647
1677226749852,BTC,1.420721375,23772.8,989
1677226754670,BTC,1.430724356,23772.8,406
1677226759165,BTC,1.491901321,23777,405
1677226764023,BTC,1.497502498,23777,622
1677226768909,BTC,1.473410834,23775.1,983
1677226774780,BTC,1.474634991,23775,1076
1677226778914,BTC,1.435460302,23770,420
1677226783791,BTC,1.4348673,23770,1024
1677226789781,BTC,1.448579824,23773.2,981
1677226794539,BTC,1.450980392,23774.8,309
1677226799294,BTC,1.449179525,23774.7,830
1677226803959,BTC,1.166847237,23773.1,787
1677226808714,BTC,1.17817469,23775.1,470
1677226814600,BTC,1.182453077,23775.1,1494
1677226819247,BTC,1.192982456,23777.6,182
1677226824212,BTC,1.200704225,23778,391
1677226829759,BTC,1.211900022,23778.4,154
1677226834483,BTC,1.217786649,23778.4,373
1677226839528,BTC,1.166377816,23770.2,544
1677226844220,BTC,1.172968275,23772.5,691
1677226849072,BTC,1.169197397,23773.2,928
1677226853939,BTC,1.181976871,23773,1472
1677226859712,BTC,1.185314685,23772.4,804
1677226864050,BTC,1.636435539,23772.5,149
1677226868814,BTC,1.640612622,23772.5,580
1677226874716,BTC,1.646903123,23772.7,796
1677226879319,BTC,1.661698163,23777.1,131
1677226884139,BTC,1.676659529,23778.4,568
1677226888803,BTC,1.737476047,23782.2,197
1677226894631,BTC,1.767783006,23782.9,232
1677226899250,BTC,2.043213634,23792.8,552
1677226903865,BTC,2.083564601,23792.9,688
1677226909536,BTC,2.003905077,23790.2,582
1677226914209,BTC,2.007518797,23792.6,843
1677226918829,BTC,2.010234798,23788.9,677
1677226924691,BTC,2.00932892,23788.9,1614
1677226928574,BTC,1.816108139,23784.6,706
1677226934551,BTC,1.76854928,23782.6,166
1677226939269,BTC,1.744237102,23782.4,1043
1677226944131,BTC,1.73000273,23780.6,300
1677226948963,BTC,1.70343336,23780.6,539
1677226953863,BTC,1.692514809,23780.4,194
1677226959015,BTC,1.61164795,23779.1,743
1677226964707,BTC,1.587322122,23779.1,666
1677226969337,BTC,1.60756193,23782.6,146
1677226974138,BTC,1.583979328,23780.8,664
1677226978668,BTC,1.582644628,23780.5,350
1677226984464,BTC,1.807411567,23780.5,271
1677226989382,BTC,1.797202797,23780.5,698
1677226993665,BTC,1.812939522,23782.2,824
1677226999380,BTC,1.833663927,23785.9,1035
1677227004316,BTC,1.857142857,23788.8,532
1677227009166,BTC,1.865329513,23788.8,449
1677227013804,BTC,1.832058907,23786.7,753
1677227018848,BTC,1.846569883,23786.6,271
1677227024561,BTC,1.827254736,23788.7,398
1677227029052,BTC,1.836074872,23790.8,881
1677227033820,BTC,1.851439977,23791.3,132
1677227039706,BTC,1.864508737,23793.3,599
1677227044543,BTC,1.846569883,23793.9,453
1677227049407,BTC,1.925687537,23798.1,309
1677227053992,BTC,2.002101471,23799.7,1157
1677227059841,BTC,1.927400468,23795.3,957
1677227064473,BTC,1.853067047,23792.3,228
1677227069094,BTC,1.827254736,23791.4,280
1677227073783,BTC,1.770083102,23786.3,1232
1677227079789,BTC,1.744237102,23786.3,1287
1677227084259,BTC,1.729257642,23784,468
1677227088892,BTC,1.715177844,23782.5,213
1677227094819,BTC,1.68744961,23782.5,429
1677227099648,BTC,1.688894864,23782.5,24
1677227104352,BTC,1.63227165,23780.8,237
1677227109092,BTC,1.506893958,23775.7,630
1677227113783,BTC,1.481389578,23774.4,384
1677227119833,BTC,1.344116268,23769.4,987
1677227123506,BTC,1.332089552,23770.5,1435
1677227129558,BTC,1.303616678,23770.5,1223
1677227134218,BTC,1.290950745,23774,605
1677227139303,BTC,1.156101768,23765.2,600
1677227144002,BTC,1.149151085,23762.7,442
1677227148868,BTC,1.134471718,23766.4,290
1677227153833,BTC,1.150075253,23770,902
1677227159688,BTC,1.150075253,23770,945
1677227164305,BTC,0.741553466,23769.9,297
1677227169116,BTC,0.80342651,23774.9,419
1677227173845,BTC,0.812250816,23778.7,780
1677227179660,BTC,0.806684734,23778.8,1337
1677227184560,BTC,0.824484583,23781.8,509
1677227189162,BTC,0.831501832,23781.9,387
1677227193925,BTC,0.828822238,23780.7,358
1677227199235,BTC,1.184359983,23803.5,397
1677227204014,BTC,1.214839424,23805.2,668
1677227208865,BTC,1.235136343,23806.4,427
1677227214025,BTC,1.219755827,23806,629
1677227219061,BTC,1.26963232,23815.7,456
1677227223757,BTC,1.517623364,23814.1,1117
1677227229952,BTC,1.464268112,23809.6,895
1677227234447,BTC,1.467308167,23811.3,268
1677227239164,BTC,1.44977952,23811.3,231
1677227244132,BTC,1.443792766,23812.1,532
1677227249064,BTC,1.45398773,23812.2,695
1677227254963,BTC,1.464875524,23817.9,534
1677227258774,BTC,1.462447673,23816.2,339
1677227264630,BTC,1.472799209,23815,711
1677227269087,BTC,1.45158127,23812.1,217
1677227274330,BTC,1.479543764,23814.8,123
1677227278918,BTC,1.27014756,23805.1,173
1677227284721,BTC,1.223210316,23808.9,1195
1677227289699,BTC,1.177226214,23805.2,1011
1677227294209,BTC,1.208480565,23808.8,100
1677227299138,BTC,1.186748305,23808.2,212
1677227304347,BTC,1.18579235,23808,1347
1677227308917,BTC,1.174858634,23807.9,1191
1677227314905,BTC,1.176278564,23807.9,700
1677227319837,BTC,1.162629758,23808.8,18
1677227324628,BTC,1.144082333,23810.1,1306
1677227329362,BTC,1.172496198,23813,743
1677227334921,BTC,1.214348981,23817.7,71
1677227339396,BTC,1.209944751,23815.2,615
1677227344016,BTC,1.204099625,23819.9,0
1677227348859,BTC,1.19731927,23817.4,498
1677227354645,BTC,1.205071665,23820,101
1677227359191,BTC,1.218278616,23821,553
1677227364191,BTC,1.213858756,23823,695
1677227369019,BTC,1.225189141,23823.3,796
1677227373779,BTC,1.255299955,23824.7,1166
1677227379716,BTC,1.312138728,23825.9,1040
1677227384587,BTC,1.345765893,23835,608
1677227389435,BTC,1.351834431,23835.5,181
1677227394511,BTC,1.390628735,23839.5,366
1677227399425,BTC,1.414292612,23839.9,1020
1677227404021,BTC,1.744237102,23843,827
1677227408950,BTC,1.765486726,23842,1122
1677227413745,BTC,1.61164795,23836.8,31
1677227419603,BTC,1.560819462,23841.8,338
1677227424468,BTC,1.540650407,23840.7,282
1677227429021,BTC,1.532928065,23839.9,685
1677227433882,BTC,1.51698968,23838.4,343
1677227438797,BTC,1.483854943,23835.6,799
1677227444811,BTC,1.423067604,23835.6,1655
1677227449469,BTC,1.365184484,23833.8,485
1677227454484,BTC,1.34082397,23830.4,175
1677227459392,BTC,1.324500232,23834.4,437
1677227463956,BTC,1.04624514,23831.9,198
1677227468682,BTC,1.044989775,23829.4,866
1677227474578,BTC,1.035416243,23831.9,459
1677227479261,BTC,1.028809089,23833.8,813
1677227484083,BTC,1.030869212,23835.7,479
1677227488698,BTC,1.027163998,23838.4,98
1677227494477,BTC,1.071251036,23842.1,78
1677227499286,BTC,1.108814846,23847.9,813
1677227504122,BTC,1.160760588,23854.3,94
1677227509134,BTC,1.405002405,23861.8,415
1677227514780,BTC,1.421893921,23865.8,429
1677227519471,BTC,1.492522433,23877.6,418
1677227523969,BTC,1.656042497,23875.4,783
1677227528783,BTC,1.682403433,23877.5,68
1677227534720,BTC,1.644103649,23876.9,341
1677227539744,BTC,1.950722927,23881.3,1526
1677227543730,BTC,1.86615076,23908.1,336
1677227548852,BTC,1.900232019,23926.3,791
1677227553717,BTC,1.860411899,23914.3,164
1677227559925,BTC,1.856326764,23923.1,865
1677227564686,BTC,1.812148481,23918.8,201
1677227569357,BTC,1.760143527,23913.6,128
1677227574666,BTC,1.740476843,23913.7,41
1677227579667,BTC,1.779321845,23928,86
1677227584617,BTC,1.892681516,23948.9,391
1677227589770,BTC,1.841716397,23932.4,121
1677227594434,BTC,1.810567735,23922,508
1677227599159,BTC,1.748763057,23913.8,311
1677227604066,BTC,1.754062242,23928,510
1677227608804,BTC,1.748007694,23924.2,1169
1677227613791,BTC,1.748007694,23923.9,445
1677227619131,BTC,1.721088435,23913.9,853
1677227624056,BTC,1.708559047,23919.3,345
1677227628878,BTC,1.626740215,23907,450
1677227633828,BTC,1.59000259,23909.4,856
1677227638744,BTC,1.587991718,23907.8,1262
1677227644850,BTC,1.51319427,23906.1,700
1677227649671,BTC,1.506893958,23907.6,18
1677227654346,BTC,1.506893958,23914.7,297
1677227659545,BTC,1.552974215,23933.2,486
1677227664505,BTC,1.54517689,23927.5,941
1677227669432,BTC,1.53421186,23932.1,687
1677227674683,BTC,1.518891688,23927,912
1677227679560,BTC,1.523340903,23936.9,685
1677227684329,BTC,1.572016461,23950.2,6
1677227688097,BTC,1.568053416,23950.5,156
1677227694894,BTC,1.520796572,23929,800
1677227699574,BTC,1.521432173,23936.7,276
1677227704177,BTC,1.666666667,23936.7,309
1677227708885,BTC,1.667377967,23955.4,20
1677227713658,BTC,1.660989888,23953.7,44
1677227719792,BTC,1.629503024,23940.5,960
1677227724741,BTC,1.68744961,23962.9,692
1677227729413,BTC,1.682403433,23956.2,620
1677227734204,BTC,1.681684098,23960.3,333
1677227739939,BTC,1.661698163,23953.8,209
1677227744690,BTC,1.646202699,23951.4,1457
1677227748471,BTC,1.639218791,23949.1,103
1677227754596,BTC,1.630194634,23945.9,812
1677227759445,BTC,1.604166667,23938.9,703
1677227763958,BTC,1.466091245,23938.4,372
1677227769856,BTC,1.458210423,23936,354
1677227774501,BTC,1.453385672,23938.4,226
1677227779319,BTC,1.346866933,23927.7,6
1677227784068,BTC,1.346316283,23936.2,363
1677227789865,BTC,1.336994625,23925.2,423
1677227794711,BTC,1.294104152,23923.9,322
1677227799684,BTC,1.292526364,23927.3,983
1677227804289,BTC,1.288853285,23931.6,282
1677227808972,BTC,1.288853285,23931,800
1677227814872,BTC,1.285191956,23931.1,1573
1677227819603,BTC,1.26193169,23924.7,1250
1677227824785,BTC,0.994813485,23920.8,1528
1677227829527,BTC,0.983339944,23919,816
1677227834184,BTC,0.97394394,23913.4,490
1677227838791,BTC,0.965408805,23913,254
1677227844582,BTC,0.99044586,23922.7,491
1677227849251,BTC,0.990049751,23921.4,249
1677227854035,BTC,0.979022363,23913.6,988
1677227859715,BTC,0.978630787,23914.9,885
1677227864495,BTC,0.977066034,23913.7,287
1677227869198,BTC,0.97394394,23909.8,603
1677227874358,BTC,0.959247649,23908,541
1677227878848,BTC,0.951600312,23910.1,823
1677227884928,BTC,0.947040498,23909.7,1091
1677227889794,BTC,0.941370608,23905.1,981
1677227894523,BTC,0.913875598,23902,682
1677227899141,BTC,0.917177914,23904.2,118
1677227903832,BTC,0.904036558,23901.6,147
1677227909645,BTC,0.908396947,23905.7,715
1677227914400,BTC,0.909490166,23907.8,296
1677227919025,BTC,0.919017463,23915.1,632
1677227923787,BTC,0.922337562,23911.9,899
1677227928764,BTC,0.921968095,23908.2,344
1677227933717,BTC,0.91828122,23903.4,246
1677227939690,BTC,0.916075877,23903.5,1116
1677227944329,BTC,0.723543606,23901,283
1677227949034,BTC,0.683785149,23887.6,251
1677227954990,BTC,0.679825298,23887.9,835
1677227959509,BTC,0.687763713,23887.7,287
1677227964284,BTC,0.691188906,23889.8,26
1677227968978,BTC,0.694628029,23889,585
1677227973758,BTC,0.694628029,23887.4,1065
1677227978852,BTC,0.686625063,23893.9,1068
1677227984702,BTC,0.684352367,23894.3,274
1677227989665,BTC,0.686056314,23895.2,1032
1677227994479,BTC,0.689760054,23895.2,695
1677227999290,BTC,0.688903901,23895.1,672
1677228004131,BTC,0.543686323,23903,205
1677228008976,BTC,0.555209953,23902.9,439
1677228014765,BTC,0.563721658,23901.4,72
1677228018833,BTC,0.5625,23898.7,679
1677228024733,BTC,0.561767921,23895.2,182
1677228029500,BTC,0.56030582,23898.2,105
1677228034742,BTC,0.559819061,23896.1,1375
1677228039566,BTC,0.559575795,23893.9,1168
1677228044191,BTC,0.558846454,23891.8,791
1677228048935,BTC,0.558846454,23891.7,320
1677228053762,BTC,0.558603491,23890.1,1239
1677228059705,BTC,0.559089492,23896.3,36
1677228064076,BTC,0.659475606,23904,240
1677228069151,BTC,0.660577881,23901.9,510
1677228074981,BTC,0.649892757,23896.7,300
1677228079837,BTC,0.650165017,23891,1548
1677228084409,BTC,0.651527663,23890,1026
1677228089032,BTC,0.659751037,23890.5,736
1677228094047,BTC,0.658925017,23889.9,399
1677228098981,BTC,0.654533422,23881.3,126
1677228104851,BTC,0.659200265,23887.5,804
1677228108654,BTC,0.660302175,23888.9,864
1677228114775,BTC,0.665556296,23888.8,20
1677228119421,BTC,0.668891856,23888.8,1083
1677228124118,BTC,0.645819618,23887.9,241
1677228129060,BTC,0.666666667,23886.3,314
1677228133893,BTC,0.701548409,23894.4,171
1677228139796,BTC,0.70794193,23893.4,374
1677228144379,BTC,0.71998624,23896.7,350
1677228149160,BTC,0.722652885,23896.8,365
1677228153998,BTC,0.725923369,23893.3,900
1677228158895,BTC,0.716148962,23888.8,1059
1677228163718,BTC,0.716738197,23886.2,808
1677228169782,BTC,0.686340641,23881.6,410
1677228174530,BTC,0.67000668,23878.8,576
1677228179271,BTC,0.667778519,23878.4,562
1677228183917,BTC,0.690331305,23878.5,168
1677228189960,BTC,0.755926251,23888.7,1316
1677228194677,BTC,0.764602082,23891.7,866
1677228199614,BTC,0.801152738,23891.7,1057
1677228204611,BTC,0.821161901,23903,1063
1677228209296,BTC,0.842978253,23907.3,676
1677228213988,BTC,0.859427296,23907.5,1189
1677228218995,BTC,0.857010214,23899.2,1082
1677228223769,BTC,0.849796522,23899.3,1175
1677228228707,BTC,0.831166453,23895.5,22
1677228233808,BTC,0.828153565,23895.4,13
1677228239669,BTC,0.829156759,23895.4,902
1677228244377,BTC,0.99960008,23889.7,18
1677228249485,BTC,0.980982567,23888.3,67
1677228254000,BTC,0.971220185,23884.6,288
1677228258978,BTC,0.956564273,23886.3,244
1677228264971,BTC,0.965408805,23885.3,1037
1677228269472,BTC,0.980590216,23884.5,527
1677228274332,BTC,0.979805979,23885.2,870
1677228279221,BTC,0.975113569,23882.4,531
1677228284129,BTC,1.068252327,23889.9,78
1677228289016,BTC,1.064409579,23888.5,20
1677228293763,BTC,1.078137988,23890,74
1677228299581,BTC,1.079002079,23889.7,122
1677228304173,BTC,1.12630236,23889.8,462
1677228308855,BTC,1.117298327,23884.3,658
1677228314328,BTC,1.090738031,23885.7,369
1677228319194,BTC,1.069964811,23882.9,465
1677228323909,BTC,1.04415372,23884.9,627
1677228329524,BTC,1.034587996,23884.4,141
1677228334431,BTC,1.015722637,23880.2,531
1677228339269,BTC,0.99960008,23878.3,771
1677228344757,BTC,0.850481125,23872.1,196
1677228349739,BTC,0.820830299,23869.2,208
1677228354534,BTC,0.820167455,23874.3,251
1677228359310,BTC,0.831837333,23876.7,176
1677228364272,BTC,0.823819077,23872.7,644
1677228368948,BTC,0.824484583,23870.8,851
1677228374474,BTC,0.823486506,23875.9,8
1677228379203,BTC,0.807664497,23875.1,231
1677228384933,BTC,0.807664497,23871.1,857
1677228389545,BTC,0.821161901,23869.4,658
1677228394659,BTC,0.79662235,23865.1,290
1677228399368,BTC,0.793721973,23865.1,332
1677228404179,BTC,0.808318264,23875.2,31
1677228409181,BTC,0.869857891,23883,69
1677228414224,BTC,0.860465116,23875.9,67
1677228419130,BTC,0.853568119,23877.3,128
1677228424033,BTC,0.846381093,23868.6,603
1677228428917,BTC,0.857355126,23865.9,498
1677228434942,BTC,0.81356547,23863.4,827
1677228438727,BTC,0.806358382,23861.5,208
1677228444754,BTC,0.78412132,23859.1,954
1677228449535,BTC,0.78603322,23857.1,484
1677228454596,BTC,0.774622893,23856.5,1324
1677228459361,BTC,0.773678609,23857.2,424
1677228464276,BTC,0.777145904,23867.3,253
1677228469155,BTC,0.85528757,23865.5,5
1677228473964,BTC,0.879345988,23873.2,113
1677228478694,BTC,0.868809568,23864.9,110
1677228483872,BTC,0.673640167,23858.5,207
1677228488772,BTC,0.670564651,23861.3,165
1677228494612,BTC,0.666111296,23865.8,428
1677228499145,BTC,0.671122995,23857.4,235
1677228504140,BTC,0.673920321,23857.3,198
1677228508923,BTC,0.658374793,23849.9,994
1677228514932,BTC,0.63371998,23849.7,41
1677228519649,BTC,0.647989453,23855,105
1677228524269,BTC,0.657275439,23849.9,45
1677228529005,BTC,0.665001665,23851.5,87
1677228534026,BTC,0.666944491,23849.1,382
1677228538806,BTC,0.664724488,23849.2,1190
1677228543889,BTC,0.592356688,23852.7,22
1677228548873,BTC,0.630789302,23857.6,943
1677228554829,BTC,0.626545218,23857.5,419
1677228558617,BTC,0.62999185,23852.5,542
1677228564675,BTC,0.642575558,23856.1,397
1677228569340,BTC,0.628664495,23852.6,7
1677228574260,BTC,0.597954618,23846.7,2
1677228579110,BTC,0.595659805,23848.7,552
1677228584920,BTC,0.599232368,23848.7,401
1677228588613,BTC,0.609010459,23850.9,538
1677228594703,BTC,0.623640201,23852.6,404
1677228599701,BTC,0.657000829,23862.2,567
1677228603579,BTC,0.829491401,23860.7,800
1677228609510,BTC,0.824484583,23859.7,697
1677228614122,BTC,0.816530427,23858.9,649
1677228619465,BTC,0.806358382,23857.9,534
1677228624191,BTC,0.791793585,23857.9,432
1677228629773,BTC,0.793721973,23858,590
1677228633717,BTC,0.792757261,23858,620
1677228639647,BTC,0.782848993,23855,748
1677228644699,BTC,0.769911504,23851.6,1013
