time,ls_ratio_overall,price,L_ratio
1674182724216,0.7367141368530741,21096.6,0.4242
1674182729660,0.7367141368530741,21096.5,0.4242
1674182759094,0.5943877551020409,21085.2,0.3728
1674182764245,0.6431153466973382,21086.3,0.39139999999999997
1674182769639,0.6420361247947455,21087.7,0.391
1674182774753,0.6716817118020729,21089.7,0.40180000000000005
1674182778746,0.6869095816464237,21092.4,0.40719999999999995
1674182784017,0.7091095539224065,21092.4,0.41490000000000005
1674182789059,0.7642907551164432,21094.7,0.43320000000000003
1674182819075,0.927153594141453,21103.3,0.48109999999999997
1674182824691,0.8315018315018314,21103.8,0.45399999999999996
1674182828977,0.8345257750871401,21104.1,0.4549000000000001
1674182834352,0.8399264029438822,21104.1,0.4565
1674182838728,0.849112426035503,21105.6,0.4592
1674182844119,0.8577001671930151,21106.4,0.4617
1674182848996,0.8907165815844205,21108.9,0.4711
1674182879480,0.9688915140775743,21107.7,0.4921
1674182884844,1.0271639975674032,21104.9,0.5067
1674182889104,1.0267531414673692,21104.2,0.5065999999999999
1674182894376,1.0218358269308532,21104.1,0.5054000000000001
1674182899603,1.0145044319097505,21104.1,0.5036000000000002
1674182903693,1.0185708518368994,21104.0,0.5046
1674182909269,1.0169423154497783,21104.0,0.5042
1674182914486,1.0173492031470648,21103.7,0.5043
1674182944761,1.0859407592824364,21099.8,0.5206
1674182948872,1.0955574182732608,21099.8,0.5228
1674182954245,1.0929259104227709,21102.0,0.5221999999999999
1674182959406,1.1758050478677111,21104.7,0.5404
1674182964843,1.1805494984736151,21104.8,0.5413999999999999
1674182969764,1.1815008726003489,21104.9,0.5415999999999999
1674182974103,1.1910604732690622,21104.8,0.5436
1674183009576,2.7921880925293894,21108.3,0.7363
1674183014404,2.816793893129771,21110.6,0.738
1674183019563,2.838771593090211,21110.6,0.7395
1674183024734,2.8095238095238093,21111.7,0.7374999999999999
1674183029661,2.8240917782026767,21112.8,0.7384999999999999
1674183034018,2.7453183520599245,21113.0,0.733
1674183039405,2.673769287288758,21110.1,0.7278
1674183064047,1.5290844714213456,21101.0,0.6046
1674183069129,1.4987506246876559,21099.8,0.5998
1674183074554,1.445585717779408,21101.8,0.5911000000000001
1674183079694,1.4697456162015312,21103.3,0.5951
1674183083884,1.484472049689441,21102.4,0.5974999999999999
1674183089528,1.4746349913387775,21102.4,0.5959000000000001
1674183094666,1.4777006937561945,21102.4,0.5964
1674183129555,0.9600156801254408,21096.7,0.48979999999999996
1674183134845,0.9500780031201248,21096.7,0.4872
1674183139011,0.9421246844047388,21096.7,0.48510000000000003
1674183144324,0.9489378288832584,21096.1,0.48689999999999994
1674183148697,0.9447685725398676,21096.1,0.48579999999999995
1674183154247,0.9319938176197836,21096.1,0.4824
1674183159009,0.9282684149633628,21096.2,0.48139999999999994
1674183194175,1.058036633052068,21094.2,0.5140999999999999
1674183199444,1.0267531414673692,21092.6,0.5065999999999999
1674183204690,1.0218358269308532,21092.1,0.5054000000000001
1674183209776,1.0173492031470648,21092.1,0.5043
1674183214450,1.0230629172567267,21094.1,0.5056999999999999
1674183219754,1.0312817387771684,21095.2,0.5077
1674183223980,1.0052135552436336,21094.4,0.5013000000000001
1674183254706,0.6597510373443983,21086.1,0.3975
1674183259030,0.5966789078716269,21084.6,0.3736999999999999
1674183264283,0.601537475976938,21085.0,0.37560000000000004
1674183269558,0.5913430935709738,21083.3,0.3716
1674183274804,0.5910898965791567,21083.4,0.3715
1674183279964,0.6246953696181967,21086.0,0.38450000000000006
1674183284551,0.6490765171503957,21087.2,0.39359999999999995
1674183314657,0.7436791630340017,21088.9,0.42650000000000005
1674183318766,0.7442874585731729,21089.5,0.4267
