time,symbol,ls_ratio_overall,ls_ratio_Binance,ls_ratio_OKX,ls_ratio_Bitget,ls_ratio_CoinEx,ls_ratio_Deribit,ls_ratio_Bitfinex,ls_ratio_dYdX,ls_ratio_Bitmex,ls_ratio_Bybit,ls_ratio_Huobi,ls_ratio_Kraken,price,time_diff_ms
1674227029027,BTC,1.4283632831471589,1.2336385972749608,1.4832381425378691,1.3889154323936932,1.7412280701754388,4.889281507656065,0.8086453246518358,1.8760425654299684,4.246589716684156,2.015681544028951,0.7331022530329289,1.7277686852154939,21169.5,789
1674227034386,BTC,1.4330900243309002,1.2512381809995496,1.4795437639474338,1.3758612497030172,1.7412280701754388,4.920663114268798,0.8086453246518358,1.8943560057887123,4.302226935312832,1.992220227408737,0.777145903678692,1.7277686852154939,21172.3,1085
1674227039524,BTC,1.4102193299590262,1.243158366980709,1.420135527589545,1.3512814483893723,1.5680534155110428,4.506607929515418,0.8050541516245487,1.886002886002886,3.4169611307420493,1.9472443265546713,0.7534630896019638,1.7277686852154939,21166.9,1377
1674227044658,BTC,1.4503798088703748,1.27842333105491,1.446782481037436,1.3612750885478158,1.9985007496251874,4.753739930955121,0.8086453246518358,1.9850746268656716,3.653327128897162,1.992220227408737,0.8138944313440957,1.652519893899204,21176.6,611
1674227049881,BTC,1.4826216484607746,1.3014959723820483,1.5354969574036512,1.420135527589545,2.1181789834736517,4.78368999421631,0.8224895206852562,2.0165912518853695,3.5871559633027523,2.0220610456331216,0.9338619222587506,1.6574541589157585,21178.2,83
1674227054332,BTC,1.5335697998479858,1.3424689622862498,1.7225701061802343,1.4497795198432142,2.1181789834736517,4.844535359438924,1.767783005812344,2.015681544028951,3.6948356807511735,2.033980582524272,1.3501762632197416,1.663825253063399,21182.9,362
1674227059845,BTC,1.6157467957101754,1.4172105390379504,1.8457598178713717,1.5680534155110428,2.2362459546925564,5.045949214026602,3.6860356138706654,2.089280197713933,3.918839153959666,2.116235587410408,1.3601604909133822,1.7685492801771874,21189.5,1447
1674227064081,BTC,1.554278416347382,1.369106846718787,1.7824151363383418,1.4160425223483932,2.2647730982696705,4.449591280653951,3.6860356138706654,2.0627871362940273,3.8804294777940465,2.117206982543641,1.3474178403755868,1.7685492801771874,21182.0,383
1674227069498,BTC,1.5361399949277201,1.345765892563922,1.763957987838585,1.4366471734892787,2.359086328518643,4.122950819672131,1.9735355337496283,2.0646644192460926,3.81000481000481,2.0883261272390365,1.2522522522522523,1.7255382938130281,21178.4,1281
1674227073869,BTC,1.5163563160543532,1.3261223540358222,1.737476047084588,1.4301336573511545,2.045994517209869,4.094243504839532,1.9691211401425177,1.99311583358276,3.7869794159885113,2.077870113881194,1.2512381809995496,1.7240533914464722,21172.5,788
1674227079460,BTC,1.5056376847907795,1.3239600278875203,1.6780931976432778,1.390057361376673,2.217503217503218,3.7892720306513414,2.3178500331785004,2.004807692307692,3.5045045045045047,2.10077519379845,1.2411474675033618,1.7137042062415195,21179.9,349
1674227084668,BTC,1.4888003982080638,1.3277467411545623,1.6616981634282673,1.2925263640531868,2.217503217503218,3.7892720306513414,2.3178500331785004,2.027550711474417,3.5167118337850045,2.10077519379845,1.229654403567447,1.7137042062415195,21184.0,154
1674227089795,BTC,1.4937655860349126,1.3310023310023311,1.6925148088314486,1.2893772893772895,2.21853878339234,3.7892720306513414,2.3178500331785004,2.027550711474417,3.539264639128461,2.1181789834736517,1.2246941045606228,1.7137042062415195,21185.0,369
1674227094129,BTC,1.4912805181863478,1.3218017181332713,1.6702269692923897,1.3100023100023102,2.21853878339234,3.803073967339097,2.3178500331785004,2.0497102775236353,3.539264639128461,2.1240237425804436,1.2251891410769917,1.7137042062415195,21185.0,820
1674227099244,BTC,1.4521824423737126,1.2857142857142858,1.612330198537095,1.2962112514351323,2.2206119162640903,3.4863167339614174,2.3178500331785004,2.0193236714975846,3.364906154517678,2.093102381688834,1.0036064916850331,1.7114967462039044,21177.3,459
1674227104388,BTC,1.7166530834012494,1.54841997961264,2.442340791738382,1.2893772893772895,1.99311583358276,3.349717268377556,2.5348179568752207,4.040322580645161,4.643340857787811,2.5599857600569598,1.1272069772388855,50.54639175257732,21179.4,219
1674227109128,BTC,1.7100271002710028,1.5536261491317673,2.3189512114171924,1.2820629849383842,1.9976019184652278,3.41306266548985,2.537318712415989,3.8309178743961354,4.5005500550055,2.5460992907801416,1.1570319240724762,50.54639175257732,21184.5,608
1674227114591,BTC,1.7114967462039044,1.5568908207619534,2.282994090610637,1.2588660492432797,1.994011976047904,3.4169611307420493,2.537318712415989,3.8828124999999996,4.5005500550055,2.614022406938923,1.1285653469561516,50.54639175257732,21184.3,346
1674227118877,BTC,1.7027027027027026,1.543881963876876,2.219575016097875,1.282583884957772,1.994011976047904,3.4169611307420493,2.537318712415989,3.8828124999999996,4.5005500550055,2.5714285714285716,1.1427040925648166,50.54639175257732,21184.2,685
1674227124627,BTC,1.7270248159258248,1.5974025974025974,2.2905561039815727,1.279981760145919,1.9976019184652278,3.4742729306487696,2.572704537334763,3.9701789264413514,4.595970900951315,2.4129692832764507,1.2655188038060716,50.54639175257732,21190.5,685
1674227128947,BTC,1.6838432635534086,1.543881963876876,2.266906239790918,1.2507314877335134,2.071253071253071,3.074979625101874,2.5511363636363638,3.8995590396864284,4.449591280653951,2.423485107839781,1.2593764121102577,50.02040816326531,21184.2,421
1674227134248,BTC,1.6888948642108095,1.5471217524197658,2.2765399737876804,1.2598870056497176,1.9061319383900033,3.076640847941296,2.9541320680110714,3.8638132295719845,4.47945205479452,2.445899379738112,1.2593764121102577,50.02040816326531,21192.4,53
1674227139757,BTC,1.719608376393799,1.5687130747495506,2.3557046979865772,1.2261798753339268,1.9949086552860138,3.086636697997548,3.5228403437358664,3.8169556840077066,4.913660555884093,2.6101083032490973,1.3142791020597084,50.02040816326531,21194.3,221
1674227144765,BTC,1.7078256160303276,1.5713551041398817,2.2456994482310937,1.2070183182520413,1.8661507595299511,3.086636697997548,3.5228403437358664,4.06072874493927,5.090133982947624,2.6023054755043225,1.2972662531587411,50.282051282051285,21191.3,184
1674227149907,BTC,1.7122321670735017,1.5879917184265009,2.18775900541919,1.1800741225201659,1.8587764436821042,2.9154267815191854,3.5228403437358664,4.06072874493927,4.959475566150179,2.650967506389193,1.3529411764705883,29.303030303030305,21189.3,707
1674227154154,BTC,1.6730820636193533,1.54323499491353,2.1426775612822127,1.1537798836958864,1.8587764436821042,2.9154267815191854,3.364906154517678,4.0,4.938242280285036,2.6390101892285296,1.3512814483893723,29.303030303030305,21188.5,1740
1674227159420,BTC,1.6666666666666667,1.5374270489723423,1.9868578255675031,1.136752136752137,1.8417163967036092,2.7764350453172204,3.364906154517678,3.980079681274901,4.945303210463734,2.7091988130563798,1.3386342376052387,21.93577981651376,21184.2,118
1674227164623,BTC,1.7824151363383418,1.6205450733752622,1.8993911278631488,1.1724961981316533,2.105590062111801,2.729951510630362,3.347826086956522,7.163265306122449,5.697923643670462,3.45632798573975,1.2805017103762828,21.727272727272723,21182.5,619
1674227169781,BTC,1.751031636863824,1.6068821689259647,1.8918449971081552,1.1565667457407809,2.105590062111801,2.8565368299267258,3.347826086956522,6.993605115907274,5.583278472679394,3.1736227045075127,1.2763487366264512,21.727272727272723,21181.0,477
1674227174828,BTC,1.7166530834012494,1.5826446280991737,1.8702640642939148,1.1114864864864864,2.0129557095510697,2.395585738539898,3.347826086956522,6.961783439490445,5.561679790026247,3.1545492314083923,1.2660321776569226,21.727272727272723,21180.1,1617
1674227179162,BTC,1.6860059092130004,1.5549310168625448,1.7855153203342617,1.0968756552736423,1.8636884306987398,2.395585738539898,3.3383947939262475,6.763975155279503,5.142506142506142,3.101722723543889,1.2665457842248415,17.148820326678766,21175.4,471
1674227184278,BTC,1.680246582685607,1.559508574353724,1.7901785714285712,1.089864158829676,1.8433323855558714,2.4141345168999657,3.3936731107205618,6.776049766718508,5.222775357809583,3.0,1.246686137946529,17.148820326678766,21181.2,511
1674227189719,BTC,1.6752273943285176,1.5614754098360657,1.7972027972027973,1.0759809009757109,1.8901734104046244,2.4399724802201583,3.3936731107205618,6.818608287724785,5.138735420503377,3.016064257028112,1.168726957276079,17.148820326678766,21186.0,1401
1674227194051,BTC,1.6954177897574123,1.5746652935118433,1.7925160569673273,1.0815986677768528,1.880184331797235,2.4626038781163437,3.3936731107205618,6.917656373713381,5.188118811881188,3.1152263374485596,1.1668472372697725,17.214936247723134,21192.3,437
1674227199194,BTC,1.7144408251900105,1.6021337496747332,1.8003360403248392,1.0907380305247754,1.8885037550548815,2.469812630117974,3.4072278536800353,7.110300081103001,5.226650062266501,3.125412541254126,1.164970772894566,17.214936247723134,21196.2,902
1674227203864,BTC,1.7270248159258248,1.6191723415400734,1.7601435274634283,1.1048200378867608,1.9377203290246767,2.4904013961605584,3.45632798573975,6.9239302694136295,5.238303181534622,3.1562759767248547,1.1805494984736153,17.214936247723134,21196.1,813
1674227209020,BTC,1.7240533914464722,1.6157467957101754,1.696144513345915,1.1244954323348204,1.9377203290246767,2.2351989647363313,3.45632798573975,6.369196757553427,5.265664160401003,3.175365344467641,1.1781746896101069,12.58695652173913,21196.8,584
1674227214214,BTC,1.7085590465872156,1.595380223202699,1.706359945872801,1.1164021164021165,1.9351335485764605,2.2351989647363313,3.45632798573975,6.352941176470589,5.265664160401003,3.1493775933609958,1.1867483052700636,17.58736059479554,21194.9,251
1674227218909,BTC,1.6888948642108095,1.5753283543651817,1.7005130974885228,1.0911752404851527,1.9027576197387517,2.2351989647363313,3.45632798573975,6.352941176470589,5.199628022318661,3.1425020712510356,1.179598953792502,17.58736059479554,21196.5,150
1674227224376,BTC,1.637826431020839,1.5713551041398817,1.5906735751295336,1.0458265139116203,1.7578599007170437,1.9904306220095696,3.0209087253719336,4.871990604815032,4.2328623757195185,2.898635477582846,1.6455026455026458,7.460236886632826,21190.6,468
1674227229887,BTC,1.595380223202699,1.5303643724696354,1.4975024975024975,1.0329335230737955,1.6102845210127903,1.7708506511499027,3.0209087253719336,4.85480093676815,4.170630816959669,2.8358266206367473,1.628120893561104,6.6923076923076925,21187.1,423
1674227234278,BTC,1.5813113061435207,1.5157232704402517,1.486325211337643,1.0304568527918783,1.608242044861763,1.7708506511499027,3.0209087253719336,4.85480093676815,4.192107995846313,2.783579265985622,1.628120893561104,6.6923076923076925,21184.5,220
1674227239869,BTC,1.5621316935690495,1.4943876278373658,1.4551927326295115,1.0267531414673692,1.6021337496747332,1.6874496103198064,2.998400639744102,4.7770075101097635,3.7915668423574505,2.7622272385252074,1.6371308016877637,5.802721088435375,21185.0,1702
1674227243913,BTC,1.5529742149604289,1.4832381425378691,1.4449877750611249,1.028397565922921,1.6021337496747332,1.6874496103198064,2.998400639744102,4.797101449275362,3.780114722753346,2.7341299477221805,1.6343519494204426,5.802721088435375,21186.0,437
1674227249060,BTC,1.5654181631605955,1.5006251562890722,1.4539877300613497,1.0218358269308532,1.6441036488630354,1.696871628910464,3.051863857374392,4.813953488372093,3.847309743092584,2.7707390648567123,1.6490066225165563,5.802721088435375,21195.2,268
1674227254529,BTC,1.557544757033248,1.493143854400399,1.4461839530332679,1.0169423154497783,1.6246719160104985,1.7019724398811134,3.051863857374392,4.414185165132648,3.828585224529213,2.7608123354644603,1.6483050847457628,5.802721088435375,21193.2,2506
1674227259782,BTC,1.5412960609911053,1.461235540241201,1.4485798237022525,1.0218358269308532,1.5940337224383918,1.6903416733925207,3.0290088638195005,4.205622071837585,3.8638132295719845,2.772161448509996,1.6553372278279344,2.669724770642202,21189.2,190
1674227263997,BTC,1.544529262086514,1.466091245376079,1.4485798237022525,1.0304568527918783,1.5933609958506223,1.6903416733925207,3.0064102564102564,4.205622071837585,3.780114722753346,2.7608123354644603,1.649708532061473,2.669724770642202,21186.7,541
1674227269485,BTC,1.543881963876876,1.466091245376079,1.4372410431391665,1.0366598778004072,1.5933609958506223,1.6903416733925207,3.0064102564102564,4.22466039707419,3.752851711026616,2.7650602409638556,1.6448029621793174,2.669724770642202,21189.9,1341
1674227273838,BTC,1.5380710659898478,1.464268112370626,1.4142926122646065,1.0316944331572533,1.5933609958506223,1.6939655172413794,3.0064102564102564,4.2328623757195185,3.752851711026616,2.7593984962406015,1.640612622128334,2.669724770642202,21191.2,891
1674227279127,BTC,1.5621316935690495,1.467308166790032,1.6831231553528305,1.03210729526519,1.5967281225655676,1.7027027027027026,3.0144520272982738,4.170630816959669,3.8262548262548264,2.7327360955580438,1.6392187912377936,2.6845983787767134,21194.1,123
1674227284298,BTC,1.3402761525860054,1.2920009168003666,1.5006251562890722,1.0271639975674032,1.4503798088703748,0.7873100983020553,3.088307440719542,2.8759689922480622,2.940110323089047,1.9146021568055958,1.6364355391510679,2.21853878339234,21190.7,116
1674227289814,BTC,1.324500232450023,1.2758306781975421,1.5025025025025025,1.002002002002002,1.1208907741251326,0.7992083483267363,3.088307440719542,2.8759689922480622,2.940110323089047,1.9291154071470415,1.6219192448872575,2.21853878339234,21192.0,1094
1674227294932,BTC,1.328288707799767,1.2805017103762828,1.5094102885821832,1.0040080160320641,1.1208907741251326,0.7992083483267363,3.088307440719542,2.8759689922480622,2.9354584809130264,1.9377203290246767,1.6511134676564159,2.21853878339234,21193.0,466
1674227299150,BTC,1.3228803716608597,1.2763487366264512,1.5037556334501754,1.0036064916850331,1.121790791427965,0.7992083483267363,3.088307440719542,2.637686431429611,2.7230081906180192,1.9231218941829875,1.649708532061473,2.17359568390987,21193.2,768
1674227304499,BTC,1.3148148148148147,1.254283137962128,1.5006251562890722,1.0271639975674032,1.1070375052675938,0.7985611510791366,3.088307440719542,2.637686431429611,2.7230081906180192,1.9239766081871343,1.665245202558635,2.17359568390987,21193.1,366
1674227309510,BTC,1.3030861354214647,1.2331397945511389,1.501876407305479,1.0362451639177357,1.0981955518254303,0.7985611510791366,2.930817610062893,2.6049026676279743,2.739715781600599,1.913752913752914,1.6602819898909282,2.17359568390987,21189.5,610
1674227314628,BTC,1.2588660492432797,1.1963540522732263,1.391772303276728,0.9976028765481422,1.094240837696335,0.7777777777777778,0.9912385503783354,2.5498757543485975,2.7119524870081664,1.880184331797235,1.6260504201680674,1.9010733971569482,21181.0,813
1674227319809,BTC,1.242152466367713,1.1777003484320556,1.3837902264600714,0.9809825673534074,1.1146119687037428,0.7739932588256165,0.9912385503783354,2.5398230088495577,2.7119524870081664,1.871912693854107,1.6157467957101754,1.9010733971569482,21181.3,1701
